id,msg,ts,source,company id,working_model
269,Surgem relatos de que o regime de trabalho a adoptar futuramente no escritório da Expo será híbrido. “A partir de Janeiro será 3 dias no escritório e 2 em casa”.,2021-12-28 09:10:01.852546+00,Relato directo de colaborador.,148,3
